Región,Proveedor,PA,Nombre,Provincia,Distrito,Corregimiento,Data (GB),Estado
2,Liberty Technologies,647,Proyecto Curundú Torre 25 Edificio A,Panamá,Panamá,Curundú,56,Fuerza Mayor
2,Liberty Technologies,648,Proyecto Curundú Torre 25 Edificio B,Panamá,Panamá,Curundú,66,Fuerza Mayor
2,Liberty Technologies,649,Proyecto Curundú Torre 26 Edificio A,Panamá,Panamá,Curundú,219,Normal
2,Liberty Technologies,650,Proyecto Curundú Torre 26 Edificio B,Panamá,Panamá,Curundú,305,Normal
2,Liberty Technologies,651,Proyecto Curundú Torre 26 Edificio C,Panamá,Panamá,Curundú,365,Fuerza Mayor
2,Liberty Technologies,652,Proyecto Curundú Torre 3 Edificio A,Panamá,Panamá,Curundú,201,Normal
2,Liberty Technologies,653,Proyecto Curundú Torre 3 Edificio B,Panamá,Panamá,Curundú,472,Normal
2,Liberty Technologies,654,Proyecto Curundú Torre 4 Edificio A,Panamá,Panamá,Curundú,127,Fuerza Mayor
2,Liberty Technologies,655,Proyecto Curundú Torre 4 Edificio B,Panamá,Panamá,Curundú,93,Fuerza Mayor
2,Liberty Technologies,656,Proyecto Curundú Torre 4 Edificio C,Panamá,Panamá,Curundú,44,Fuerza Mayor
2,Liberty Technologies,657,Proyecto Curundú Torre 5 Edificio A,Panamá,Panamá,Curundú,274,Normal
2,Liberty Technologies,658,Proyecto Curundú Torre 5 Edificio B,Panamá,Panamá,Curundú,160,Normal
2,Liberty Technologies,659,Proyecto Curundú Torre 6 Edificio A,Panamá,Panamá,Curundú,389,Normal
2,Liberty Technologies,660,Proyecto Curundú Torre 6 Edificio B,Panamá,Panamá,Curundú,161,Normal
2,Liberty Technologies,661,Proyecto Curundú Torre 7 Edificio A,Panamá,Panamá,Curundú,418,Normal
2,Liberty Technologies,662,Proyecto Curundú Torre 7 Edificio B,Panamá,Panamá,Curundú,228,Normal
2,Liberty Technologies,663,Proyecto Curundú Torre 8 Edificio A,Panamá,Panamá,Curundú,481,Normal
2,Liberty Technologies,664,Proyecto Curundú Torre 8 Edificio B,Panamá,Panamá,Curundú,940,Normal
2,Liberty Technologies,665,Proyecto Curundú Torre 9 Edificio A,Panamá,Panamá,Curundú,355,Normal
2,Liberty Technologies,667,Centro de Aprendizaje TIC´s MINISTERIO DE SEGURIDAD,Panamá,Panamá,El Chorrillo,927,Normal
2,Liberty Technologies,673,Esc. Nuevo Progreso,Panamá,Panamá,Ernesto Córdoba Campos,594,Normal
2,Liberty Technologies,674,Esc. San Juan Pablo II,Panamá,Panamá,Ernesto Córdoba Campos,376,Normal
2,Liberty Technologies,675,Esc. Santa Rita,Panamá,Panamá,Ernesto Córdoba Campos,174,Normal
2,Liberty Technologies,677,Esc. Villa Milagros,Panamá,Panamá,Ernesto Córdoba Campos,789,Normal
2,Liberty Technologies,681,Esc. Carmen Sole Bosch,Panamá,Panamá,Juan Díaz,4,Normal
2,Liberty Technologies,682,Esc. Elena Chávez De Piñate,Panamá,Panamá,Juan Díaz,15,Normal
2,Liberty Technologies,683,Esc. Elena Chávez de Piñate 2,Panamá,Panamá,Juan Díaz,2,Normal
2,Liberty Technologies,684,Esc. Gaspar O. Hernandez,Panamá,Panamá,Juan Díaz,47,Normal
2,Liberty Technologies,685,Esc. Jose Ma. Torrijos en Concepción,Panamá,Panamá,Juan Díaz,213,Normal
2,Liberty Technologies,687,Esc. Primaria Federico Escobar (Esc. Las Acacias),Panamá,Panamá,Juan Díaz,22,Normal
2,Liberty Technologies,688,Esc. Republica de Guatemala,Panamá,Panamá,Juan Díaz,122,Normal
2,Liberty Technologies,689,Esc. Toribio Berrios Sosa,Panamá,Panamá,Juan Díaz,154,Normal
2,Liberty Technologies,690,Esc. Villa Catalina,Panamá,Panamá,Juan Díaz,34,Normal
2,Liberty Technologies,691,IPT Don Bosco,Panamá,Panamá,Juan Díaz,43,Normal
2,Liberty Technologies,692,IPT Juan Díaz,Panamá,Panamá,Juan Díaz,58,Normal
2,Liberty Technologies,695,Parque de Las Madres Juan Díaz,Panamá,Panamá,Juan Díaz,57,Normal
2,Liberty Technologies,696,Policlinica J.J. Vallarino,Panamá,Panamá,Juan Díaz,64,Normal
2,Liberty Technologies,698,Biblioteca Pública Eusebio A. Morales,Panamá,Panamá,Santa Ana,27,Normal
2,Liberty Technologies,699,Esc. de Bellas Artes INAC,Panamá,Panamá,Santa Ana,58,Normal
2,Liberty Technologies,700,Esc. Pedro José Sosa,Panamá,Panamá,Calidonia,126,Normal
2,Liberty Technologies,701,Esc. Republica de Chile,Panamá,Panamá,Calidonia,5,Normal
2,Liberty Technologies,703,Esc. Republica Federativa de Brasil,Panamá,Panamá,Calidonia,193,Normal
2,Liberty Technologies,706,Parque Porras,Panamá,Panamá,Calidonia,52,Normal
2,Liberty Technologies,707,Plaza Víctor Julio Gutiérrez,Panamá,Panamá,Calidonia,113,Normal
2,Liberty Technologies,708,Policlinica Manuel Ferrer Marañon (Pediatrica),Panamá,Panamá,Calidonia,136,Normal
2,Liberty Technologies,709,C.E.B.G. Santa Librada Rural,Panamá,Panamá,Las Cumbres,1241,Normal
2,Liberty Technologies,710,Esc. Grecia,Panamá,Panamá,Las Cumbres,185,Normal
2,Liberty Technologies,711,Esc. Guillermo Patterson,Panamá,Panamá,Las Cumbres,0,Fuerza Mayor
2,Liberty Technologies,712,Esc. República Árabe de Egipto,Panamá,Panamá,Las Cumbres,61,Normal
2,Liberty Technologies,713,Esc. Republica de Rumania,Panamá,Panamá,Las Cumbres,164,Normal
2,Liberty Technologies,714,Esc. República. de la India,Panamá,Panamá,Las Cumbres,2,Normal
2,Liberty Technologies,715,Esc. San Pablo y Villa Nueva,Panamá,Panamá,Las Cumbres,762,Normal
2,Liberty Technologies,716,Esc. Villa Cárdenas,Panamá,Panamá,Las Cumbres,307,Normal
2,Liberty Technologies,717,Inst. Mons. Francisco Beckman,Panamá,Panamá,Las Cumbres,3,Normal
2,Liberty Technologies,718,ULAPS Dr. Edilberto Culiolis (Las Cumbres),Panamá,Panamá,Las Cumbres,76,Normal
2,Liberty Technologies,719,Centro de salud Mañanitas,Panamá,Panamá,Las Mañanitas,60,Fuerza Mayor
2,Liberty Technologies,720,Centro Parvulario Municipal,Panamá,Panamá,Las Mañanitas,212,Normal
2,Liberty Technologies,721,Corregiduria Las Mañanitas,Panamá,Panamá,Las Mañanitas,120,Normal
2,Liberty Technologies,722,Esc. de Holanda,Panamá,Panamá,Las Mañanitas,158,Normal
2,Liberty Technologies,723,Esc. El Salvador,Panamá,Panamá,Las Mañanitas,54,Fuerza Mayor
2,Liberty Technologies,724,Esc. Génesis,Panamá,Panamá,Las Mañanitas,152,Fuerza Mayor
2,Liberty Technologies,725,Esc. Jardín de las Mañanitas,Panamá,Panamá,Las Mañanitas,275,Normal
2,Liberty Technologies,726,Esc. Primaria Don Bosco,Panamá,Panamá,Las Mañanitas,52,Normal
2,Liberty Technologies,727,Esc. Primer Ciclo San Miguel Arcángel,Panamá,Panamá,Las Mañanitas,7,Normal
2,Liberty Technologies,728,Junta Comunal de Mañanitas,Panamá,Panamá,Las Mañanitas,126,Normal
2,Liberty Technologies,732,Policía Nacional Las Mañanitas,Panamá,Panamá,Las Mañanitas,100,Normal
2,Liberty Technologies,733,Centro de Salud de Pacora,Panamá,Panamá,Pacora,41,Normal
2,Liberty Technologies,734,Esc. CARLOS C. AROSEMENA,Panamá,Panamá,Pacora,172,Normal
2,Liberty Technologies,735,Esc. CIUDAD SANTA FE,Panamá,Panamá,Pacora,23,Normal
2,Liberty Technologies,736,Esc. PRESIDENTE VALDES,Panamá,Panamá,Pacora,489,Normal
2,Liberty Technologies,737,Esc. VIRGEN DE GUADALUPE,Panamá,Panamá,Pacora,77,Normal
2,Liberty Technologies,738,Esc. China Taiwan,Panamá,Panamá,Pacora,176,Normal
2,Liberty Technologies,739,Esc. Luis N. Herazo,Panamá,Panamá,Pacora,178,Normal
2,Liberty Technologies,740,Esc. Paso Blanco,Panamá,Panamá,Pacora,638,Normal
2,Liberty Technologies,741,Esc. Pueblo Nuevo,Panamá,Panamá,Pacora,273,Normal
2,Liberty Technologies,742,Esc. Rep. de Honduras,Panamá,Panamá,Pacora,305,Normal
2,Liberty Technologies,743,Esc. San Diego,Panamá,Panamá,Pacora,308,Normal
2,Liberty Technologies,744,Esc. UTIVÉ,Panamá,Panamá,Pacora,20,Normal
2,Liberty Technologies,745,Junta Comunal de Pacora,Panamá,Panamá,Pacora,166,Normal
2,Liberty Technologies,746,la Iglesia Inmaculada Concepción,Panamá,Panamá,Pacora,177,Normal
2,Liberty Technologies,747,PISCINA MUNICIPAL PACORA,Panamá,Panamá,Pacora,141,Normal
2,Liberty Technologies,748,Policía de Pacora,Panamá,Panamá,Pacora,69,Normal
2,Liberty Technologies,749,Terminal de Transporte Pacora,Panamá,Panamá,Pacora,105,Normal
2,Liberty Technologies,751,Biblioteca Miguel Angel Ordoñez,Panamá,Panamá,Parque Lefevre,6,Normal
2,Liberty Technologies,752,Centro de Artesanias Panamá Viejo,Panamá,Panamá,Parque Lefevre,1,Normal
2,Liberty Technologies,753,Esc. Juan Bautista Sosa,Panamá,Panamá,Parque Lefevre,85,Normal
2,Liberty Technologies,754,Esc. Manuel Espinoza Batista,Panamá,Panamá,Parque Lefevre,0,Normal
2,Liberty Technologies,755,Esc. María Ossa de Amador,Panamá,Panamá,Parque Lefevre,43,Fuerza Mayor
2,Liberty Technologies,756,Esc. República de Haití,Panamá,Panamá,Parque Lefevre,11,Normal
2,Liberty Technologies,757,Esc. Sara Sotillo,Panamá,Panamá,Parque Lefevre,106,Normal
2,Liberty Technologies,758,Inst. Jose Dolores Moscote,Panamá,Panamá,Parque Lefevre,7,Normal
2,Liberty Technologies,759,Biblioteca en la junta comunal,Panamá,Panamá,Pedregal,68,Normal
2,Liberty Technologies,761,Esc. Ascanio Villalaz,Panamá,Panamá,Pedregal,543,Normal
2,Liberty Technologies,762,Esc. Dr. Juan Arturo Martinelli,Panamá,Panamá,Pedregal,185,Normal
2,Liberty Technologies,763,Esc. José Pablo Paredes,Panamá,Panamá,Pedregal,177,Normal
2,Liberty Technologies,764,Esc. Narciso Garay,Panamá,Panamá,Pedregal,150,Normal
2,Liberty Technologies,765,Esc. Sta. Cruz,Panamá,Panamá,Pedregal,193,Normal
2,Liberty Technologies,766,Parque de las Madres Pedregal,Panamá,Panamá,Pedregal,161,Normal
2,Liberty Technologies,767,Primaria - Cirilo J. Martinez,Panamá,Panamá,Pedregal,70,Normal
2,Liberty Technologies,768,Primaria - Gran Bretaña,Panamá,Panamá,Pedregal,49,Normal
2,Liberty Technologies,770,Casa de la tercera edad (Pueblo Nuevo),Panamá,Panamá,Pueblo Nuevo,17,Normal
2,Liberty Technologies,772,Esc. Francisco Arias Paredes,Panamá,Panamá,Pueblo Nuevo,80,Normal
2,Liberty Technologies,773,Esc. Ricardo Miró,Panamá,Panamá,Pueblo Nuevo,0,Normal
2,Liberty Technologies,774,Inst. Comercial Panama,Panamá,Panamá,Pueblo Nuevo,0,Normal
2,Liberty Technologies,775,Municipio (Junta Comunal),Panamá,Panamá,Pueblo Nuevo,44,Normal
2,Liberty Technologies,776,Parque del Comercial Panamá,Panamá,Panamá,Pueblo Nuevo,8,Normal
2,Liberty Technologies,777,Biblioteca Municipal Juaquin H. Torrijos,Panamá,Panamá,Río Abajo,24,Normal
2,Liberty Technologies,778,Esc. Arabe de Libia,Panamá,Panamá,Río Abajo,134,Normal
2,Liberty Technologies,779,Esc. Mateo Iturralde,Panamá,Panamá,Río Abajo,36,Normal
2,Liberty Technologies,780,Parque San Cristobal,Panamá,Panamá,Río Abajo,32,Normal
2,Liberty Technologies,782,ULAPS San Cristobal,Panamá,Panamá,Río Abajo,89,Normal
2,Liberty Technologies,783,Arco Chato,Panamá,Panamá,San Felipe,4,Normal
2,Liberty Technologies,785,Esc. - República de México,Panamá,Panamá,San Felipe,2,Normal
2,Liberty Technologies,787,Plaza de Francia,Panamá,Panamá,San Felipe,52,Normal
2,Liberty Technologies,788,Plaza de La Catedral,Panamá,Panamá,San Felipe,33,Normal
2,Liberty Technologies,789,Plaza Herrera,Panamá,Panamá,San Felipe,100,Normal
2,Liberty Technologies,790,Primaria - Estados Unidos de América,Panamá,Panamá,San Felipe,140,Normal
2,Liberty Technologies,793,Biblioteca José María Pinilla,Panamá,Panamá,San Francisco,0,Normal
2,Liberty Technologies,794,Esc. Belisario Porras,Panamá,Panamá,San Francisco,0,Normal
2,Liberty Technologies,795,Esc. Federico A. Velazquez (Boca La Caja),Panamá,Panamá,San Francisco,66,Normal
2,Liberty Technologies,796,Esc. Isabel Herrera de Obaldía,Panamá,Panamá,San Francisco,0,Normal
2,Liberty Technologies,797,Esc. Isabel Herrera de Obaldía 2,Panamá,Panamá,San Francisco,1,Normal
2,Liberty Technologies,798,Esc. José A. Remón Cantera,Panamá,Panamá,San Francisco,1,Normal
2,Liberty Technologies,799,Esc. Puerto Rico,Panamá,Panamá,San Francisco,6,Normal
2,Liberty Technologies,800,Esc. Republica de Finlandia,Panamá,Panamá,San Francisco,1,Normal
2,Liberty Technologies,801,Esc. Richard Neumann,Panamá,Panamá,San Francisco,0,Normal
2,Liberty Technologies,802,Hospital de Especialidades Pediatricas Las Americas,Panamá,Panamá,San Francisco,43,Normal
2,Liberty Technologies,803,Parque Omar - área recreativa techada,Panamá,Panamá,San Francisco,0,Normal
2,Liberty Technologies,805,Parque Omar Salón de la Tercera Edad,Panamá,Panamá,San Francisco,1,Normal
2,Liberty Technologies,806,Esc. LA MESA,Panamá,Panamá,San Martín,96,Normal
2,Liberty Technologies,807,Esc. SAN MIGUEL DE PACORA,Panamá,Panamá,San Martín,187,Normal
2,Liberty Technologies,810,Esc. Manuel José Hurtado,Panamá,Panamá,Santa Ana,204,Normal
2,Liberty Technologies,812,Inst. Nacional,Panamá,Panamá,Santa Ana,0,Normal
2,Liberty Technologies,813,Inst. Nacional 2,Panamá,Panamá,Santa Ana,5,Normal
2,Liberty Technologies,814,Mercado San Felipe Nery,Panamá,Panamá,Santa Ana,46,Normal
2,Liberty Technologies,816,Primaria - Dr. Justo Arosemena,Panamá,Panamá,Santa Ana,209,Normal
2,Liberty Technologies,818,Area frente al INADEH Tocumen,Panamá,Panamá,Tocumen,27,Normal
2,Liberty Technologies,820,Centro de Salud 24 de Diciembre(Tocumen),Panamá,Panamá,Tocumen,92,Normal
2,Liberty Technologies,821,Esc. Nuevo Belen,Panamá,Panamá,Tocumen,258,Normal
2,Liberty Technologies,822,Esc. Primaria Emperatriz Taboada,Panamá,Panamá,Tocumen,81,Normal
2,Liberty Technologies,823,Esc. Ricardo J. Alfaro,Panamá,Panamá,Tocumen,37,Normal
2,Liberty Technologies,824,Esc. Sector Sur,Panamá,Panamá,Tocumen,109,Normal
2,Liberty Technologies,825,IPT Jephta B. Duncan ( 24 dic.),Panamá,Panamá,Tocumen,8,Normal
2,Liberty Technologies,826,Junta Comunal de Tocumen,Panamá,Panamá,Tocumen,56,Normal
2,Liberty Technologies,827,Parque infantil,Panamá,Panamá,Tocumen,4,Normal
2,Liberty Technologies,828,Primer Ciclo Básico de Tocumen,Panamá,Panamá,Tocumen,1,Normal
2,Liberty Technologies,829,Centro de Salud Amelia Denis de Icaza,Panamá,San Miguelito,Amelia Denis de Icaza,213,Normal
2,Liberty Technologies,831,Esc. 9 de Enero,Panamá,San Miguelito,Amelia Denis de Icaza,419,Normal
2,Liberty Technologies,832,Esc. Amelia Denis De Icaza,Panamá,San Miguelito,Amelia Denis de Icaza,167,Normal
2,Liberty Technologies,833,Esc. Gerónimo de la Ossa,Panamá,San Miguelito,Amelia Denis de Icaza,29,Normal
2,Liberty Technologies,837,Primer Ciclo Leon A. Soto 1,Panamá,San Miguelito,Amelia Denis de Icaza,42,Normal
2,Liberty Technologies,838,Primer ciclo Leon A. Soto 2,Panamá,San Miguelito,Amelia Denis de Icaza,3,Normal
2,Liberty Technologies,839,Primer Ciclo Louis Martin,Panamá,San Miguelito,Amelia Denis de Icaza,212,Normal
2,Liberty Technologies,841,Centro de Salud Valle de Urracá,Panamá,San Miguelito,Arnulfo Arias,547,Normal
2,Liberty Technologies,842,Esc. el Valle de Urraca,Panamá,San Miguelito,Arnulfo Arias,666,Normal
2,Liberty Technologies,843,Esc. Martin Luther King,Panamá,San Miguelito,Arnulfo Arias,174,Normal
2,Liberty Technologies,844,Esc. Primaria Arnulfo Arias,Panamá,San Miguelito,Arnulfo Arias,618,Normal
2,Liberty Technologies,845,Junta Comunal Arnulfo Arias Madrid,Panamá,San Miguelito,Arnulfo Arias,522,Normal
2,Liberty Technologies,849,Area frente al Ministerio de Desarrollo Social Belisario Frías,Panamá,San Miguelito,Belisario Frías,75,Normal
2,Liberty Technologies,852,C.E.B.G. Samaria Sinaí,Panamá,San Miguelito,Belisario Frías,530,Normal
2,Liberty Technologies,853,Centro de Orientación Infantil Katiuska,Panamá,San Miguelito,Belisario Frías,127,Fuerza Mayor
2,Liberty Technologies,855,Centro de Salud de Torrijos Carter,Panamá,San Miguelito,Belisario Frías,162,Normal
2,Liberty Technologies,857,Esc. Carlos A. Mendoza,Panamá,San Miguelito,Belisario Frías,199,Normal
2,Liberty Technologies,858,Esc. El Mirador,Panamá,San Miguelito,Belisario Frías,568,Normal
2,Liberty Technologies,859,Esc. General José de San Martin,Panamá,San Miguelito,Belisario Frías,441,Normal
2,Liberty Technologies,860,Esc. Josefina Tapia,Panamá,San Miguelito,Belisario Frías,343,Normal
2,Liberty Technologies,861,Esc. República de Polonia,Panamá,San Miguelito,Belisario Frías,455,Normal
2,Liberty Technologies,862,Esc. Republica de Corea,Panamá,San Miguelito,Belisario Frías,716,Normal
2,Liberty Technologies,863,Esc. Republica de Francia,Panamá,San Miguelito,Belisario Frías,373,Normal
2,Liberty Technologies,864,Esc. República de Yugoslavia,Panamá,San Miguelito,Belisario Frías,184,Normal
2,Liberty Technologies,865,Esc. Rogelio Sinán,Panamá,San Miguelito,Belisario Frías,306,Normal
2,Liberty Technologies,866,Esc. Santa Marta,Panamá,San Miguelito,Belisario Frías,184,Normal
2,Liberty Technologies,867,Esc. Torrijos Carter,Panamá,San Miguelito,Belisario Frías,151,Normal
2,Liberty Technologies,868,IPT San Miguelito,Panamá,San Miguelito,Belisario Frías,95,Normal
2,Liberty Technologies,869,Esc. Padre Xavier Villanueva,Panamá,San Miguelito,Belisario Porras,8,Normal
2,Liberty Technologies,870,Esc. Primaria Don Bosco en Belisario Porras,Panamá,San Miguelito,Belisario Porras,466,Normal
2,Liberty Technologies,871,Esc. Estado de Israel,Panamá,San Miguelito,José Domingo Espinar,124,Normal
2,Liberty Technologies,872,Esc. Estado de Israel 2,Panamá,San Miguelito,José Domingo Espinar,1,Normal
2,Liberty Technologies,873,Esc. Jose D. Espinar,Panamá,San Miguelito,José Domingo Espinar,41,Normal
2,Liberty Technologies,874,IPT Angel Rubio,Panamá,San Miguelito,José Domingo Espinar,0,Normal
2,Liberty Technologies,875,Junta Comunal Jose D. Espinar,Panamá,San Miguelito,José Domingo Espinar,105,Normal
2,Liberty Technologies,876,Policlinica Dra. Susana Jones Cano (Hospital San Judas Tadeo),Panamá,San Miguelito,José Domingo Espinar,16,Normal
2,Liberty Technologies,877,Esc. Republica de Colombia,Panamá,San Miguelito,Mateo Iturralde,84,Normal
2,Liberty Technologies,878,Esc. Severino Hernandez (IPT),Panamá,San Miguelito,Mateo Iturralde,98,Normal
2,Liberty Technologies,879,Inst. Dr. Alfredo Cantón,Panamá,San Miguelito,Mateo Iturralde,80,Normal
2,Liberty Technologies,880,Inst. Dr. Alfredo Cantón 2,Panamá,San Miguelito,Mateo Iturralde,40,Normal
2,Liberty Technologies,881,Policlínica Manuel Maria Valdéz,Panamá,San Miguelito,Mateo Iturralde,162,Normal
2,Liberty Technologies,882,Biblioteca Pública Omar Torrijos Herrera,Panamá,San Miguelito,Omar Torrijos,163,Normal
2,Liberty Technologies,883,Esc. Domingo Faustino Sarmiento,Panamá,San Miguelito,Omar Torrijos,349,Normal
2,Liberty Technologies,884,Esc. Juan José. Amado,Panamá,San Miguelito,Omar Torrijos,276,Normal
2,Liberty Technologies,885,Esc. Los Andes # 2 No.1,Panamá,San Miguelito,Omar Torrijos,103,Normal
2,Liberty Technologies,886,Esc. María del Rosario Salazar,Panamá,San Miguelito,Omar Torrijos,874,Normal
2,Liberty Technologies,887,Esc. Santa Librada,Panamá,San Miguelito,Omar Torrijos,18,Fuerza Mayor
2,Liberty Technologies,889,Esc. Santiago de la Guardia,Panamá,San Miguelito,Omar Torrijos,53,Normal
2,Liberty Technologies,890,IPT Nicolas del Rosario Los Andes,Panamá,San Miguelito,Omar Torrijos,86,Normal
2,Liberty Technologies,891,Junta Comunal Omar Torrijos,Panamá,San Miguelito,Omar Torrijos,155,Normal
2,Liberty Technologies,892,Parque Santa Librada tercera etapa,Panamá,San Miguelito,Omar Torrijos,129,Normal
2,Liberty Technologies,893,Policlínica Generoso Guardia,Panamá,San Miguelito,Omar Torrijos,192,Normal
2,Liberty Technologies,894,Primer Ciclo Santa Librada,Panamá,San Miguelito,Omar Torrijos,38,Normal
2,Liberty Technologies,895,Esc. Cerro Viento Rural,Panamá,San Miguelito,Rufina Alfaro,15,Normal
2,Liberty Technologies,896,Esc. Pedro J. Ameglio,Panamá,San Miguelito,Rufina Alfaro,13,Normal
2,Liberty Technologies,897,Esc. República de Alemania,Panamá,San Miguelito,Victoriano Lorenzo,82,Normal
2,Liberty Technologies,898,Esc. San Antonio,Panamá,San Miguelito,Victoriano Lorenzo,0,Fuerza Mayor
2,Liberty Technologies,899,Inst. Rubiano,Panamá,San Miguelito,Victoriano Lorenzo,52,Normal
2,Liberty Technologies,900,Esc. Juana María Menchado de Jiménez,Panamá,Taboga,Otoque Oriente,67,Normal
2,Liberty Technologies,901,Esc. Benjamín Quintero,Panamá,Taboga,Taboga,3,Normal
3,C&W Panamá,902,Alcaldía Aguadulce,Coclé,Aguadulce,San Juan Bautista de Aguadulce,21,Normal
3,C&W Panamá,903,Biblioteca Abelardo Herrera,Coclé,Aguadulce,Barrios Unidos,22,Normal
3,C&W Panamá,905,Centro de Bellas Artes Folkloricas,Coclé,Aguadulce,San Juan Bautista de Aguadulce,21,Normal
3,C&W Panamá,906,Centro de Salud Aguadulce,Coclé,Aguadulce,San Juan Bautista de Aguadulce,22,Normal
3,C&W Panamá,907,Cuartel de Bomberos Aguadulce,Coclé,Aguadulce,San Juan Bautista de Aguadulce,6,Normal
3,C&W Panamá,909,Hospital Marcos Robles,Coclé,Aguadulce,San Juan Bautista de Aguadulce,21,Normal
3,C&W Panamá,910,Hospital Regional de Aguadulce,Coclé,Aguadulce,San Juan Bautista de Aguadulce,136,Normal
3,C&W Panamá,911,IPT Industrial de Aguadulce,Coclé,Aguadulce,San Juan Bautista de Aguadulce,4,Normal
3,C&W Panamá,914,Parque 19 de Octubre,Coclé,Aguadulce,San Juan Bautista de Aguadulce,9,Normal
3,C&W Panamá,915,Parque de los Marineros,Coclé,Aguadulce,San Juan Bautista de Aguadulce,134,Normal
3,C&W Panamá,916,Parque del Carmen,Coclé,Aguadulce,Pocrí,2,Normal
3,C&W Panamá,919,Policlinica CSS Manuel Rojas,Coclé,Aguadulce,San Juan Bautista de Aguadulce,30,Normal
3,C&W Panamá,920,Rodolfo F. Chiari,Coclé,Aguadulce,San Juan Bautista de Aguadulce,0,Normal
3,C&W Panamá,921,Abelardo Herrera,Coclé,Aguadulce,Barrios Unidos,34,Normal
3,C&W Panamá,922,C.E.B.G. Loma de los González,Coclé,Aguadulce,El Cristo,7,Fuerza Mayor
3,C&W Panamá,923,Esc. Hato Rincones,Coclé,Aguadulce,El Cristo,0,Normal
3,C&W Panamá,924,Esc. El Naranjal,Coclé,Aguadulce,El Cristo,0,Fuerza Mayor
3,C&W Panamá,925,C.E.B.G. ERIC DEL VALLE,Coclé,Aguadulce,El Roble,0,Fuerza Mayor
3,C&W Panamá,926,Esc. El Roble,Coclé,Aguadulce,El Roble,5,Normal
3,C&W Panamá,927,Esc. Francisca C. de Sierra,Coclé,Aguadulce,El Roble,35,Fuerza Mayor
3,C&W Panamá,928,Esc. Jaguito,Coclé,Aguadulce,El Roble,84,Normal
3,C&W Panamá,929,Parque frente a Iglesia del Jaguito,Coclé,Aguadulce,El Roble,0,Fuerza Mayor
3,C&W Panamá,930,CEBG El Perú,Coclé,Aguadulce,Pocrí,24,Normal
3,C&W Panamá,931,CEBG Juan Demóstenes Arosemena,Coclé,Aguadulce,Pocrí,24,Normal
3,C&W Panamá,932,CEBG Pocri,Coclé,Aguadulce,Pocrí,4,Fuerza Mayor
3,C&W Panamá,933,Esc. San Martin de Porres,Coclé,Aguadulce,Pocrí,55,Normal
3,C&W Panamá,936,Biblioteca Pública Galileo Patiño,Coclé,Antón,Antón,95,Normal
3,C&W Panamá,937,Centro de Educacion y Salud Preventiva de Antón,Coclé,Antón,Antón,12,Normal
3,C&W Panamá,938,Centro de Rehabilitacion IPHE,Coclé,Antón,Antón,0,Normal
3,C&W Panamá,939,Esc. Secundaria Salomón Ponce(Gimnasio Popular),Coclé,Antón,Antón,27,Normal
3,C&W Panamá,940,Mercado Público Antón,Coclé,Antón,Antón,14,Normal
3,C&W Panamá,942,Parque 15 de Enero,Coclé,Antón,Antón,36,Normal
3,C&W Panamá,943,Esc. Altos de la Mesa,Coclé,Antón,El Valle,410,Normal
3,C&W Panamá,944,Esc. El Valle,Coclé,Antón,El Valle,18,Normal
3,C&W Panamá,945,I.P.T. El Valle,Coclé,Antón,El Valle,3,Fuerza Mayor
3,C&W Panamá,946,C.E.B.G. La Mata,Coclé,Antón,El Valle,97,Normal
3,C&W Panamá,947,Esc. El Platanal,Coclé,Antón,Río Hato,387,Normal
3,C&W Panamá,948,Esc. Farallón,Coclé,Antón,Río Hato,18,Normal
3,C&W Panamá,949,Esc. Las Guías,Coclé,Antón,Río Hato,26,Normal
3,C&W Panamá,950,Esc. Las Guías Oriente,Coclé,Antón,Río Hato,14,Normal
3,C&W Panamá,952,Esc. LOS POLLOS,Coclé,Antón,Río Hato,112,Normal
3,C&W Panamá,953,Esc. Santa Clara,Coclé,Antón,Río Hato,6,Normal
3,C&W Panamá,954,I.P.T. RÍO HATO,Coclé,Antón,Río Hato,2,Fuerza Mayor
3,C&W Panamá,955,C. DE S. DE SANTA RITA,Coclé,Antón,Santa Rita,37,Normal
3,C&W Panamá,956,Esc. Santa Rita,Coclé,Antón,Santa Rita,5,Fuerza Mayor
3,C&W Panamá,957,Esc. Santa Rita Arriba,Coclé,Antón,Santa Rita,47,Fuerza Mayor
3,C&W Panamá,959,C.E.B.G. OMAR TORRIJOS HERRERA,Coclé,La Pintada,El Harino,97,Normal
3,C&W Panamá,961,Esc. Barrigón,Coclé,La Pintada,El Harino,145,Normal
3,C&W Panamá,962,Esc. Juan José Quirós,Coclé,La Pintada,El Harino,5,Normal
3,C&W Panamá,964,Esc. Villalobos,Coclé,La Pintada,El Harino,183,Normal
3,C&W Panamá,965,I.P.T. El Copé,Coclé,La Pintada,El Harino,143,Normal
3,C&W Panamá,966,Esc. Membrillar,Coclé,La Pintada,La Pintada,63,Normal
3,C&W Panamá,967,I.P.T. La Pintada,Coclé,La Pintada,La Pintada,0,Normal
3,C&W Panamá,968,Municipio La Pintada,Coclé,La Pintada,La Pintada,26,Normal
3,C&W Panamá,969,Parque 25 de diciembre (la Cruz),Coclé,La Pintada,La Pintada,100,Normal
3,C&W Panamá,970,Esc. Calabazo Nº 1,Coclé,La Pintada,Las Lomas,291,Normal
3,C&W Panamá,971,C.E.B.G. AGUA FRÍA,Coclé,La Pintada,Llano Grande,60,Normal
